circuit_name,circuit_qubits,observable,mode,backend,perf_exp_val,result,absolute_error,distance_to_noisy_vanilla,time_total_s,shots_requested,shots_executed,shots_saved,num_fragments,num_variants,total_allocated_variant_shots,total_executed_variant_shots,min_allocated_shots_per_variant,max_allocated_shots_per_variant,min_executed_shots_per_variant,max_executed_shots_per_variant,executed_shots_per_variant
0_Clifford+T_002,5,ZIIII,cut_divided_budget,aer.fake_torino,-0.9999999999999996,-0.85876224,0.14123775999999955,0.19236224000000002,107.73970247292891,20000,20000,0,2,32,20000,20000,625,625,625,625,[625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625]
0_Clifford+T_002,5,ZIIII,cut_incremental_budget,aer.fake_torino,-0.9999999999999996,-0.82987264,0.1701273599999995,0.16347264000000006,753.6844141180627,20000,20000,0,2,32,20000,20000,625,625,625,625,[625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625]
0_Clifford+T_002,5,ZIIII,cut_incremental_qubit_prop,aer.fake_torino,-0.9999999999999996,-0.807663363853004,0.1923366361469956,0.14126336385300398,917.1091410857625,20000,20000,0,2,32,20000,20000,536,714,536,714,[536-536-536-536-536-536-536-536-536-536-536-536-536-536-536-536-714-714-714-714-714-714-714-714-714-714-714-714-714-714-714-714]
0_Clifford+T_002,5,ZIIII,cut_qubit_prop,aer.fake_torino,-0.9999999999999996,-0.8922927379907185,0.10770726200928105,0.22589273799071852,109.90669846441597,20000,20000,0,2,32,20000,20000,536,714,536,714,[536-536-536-536-536-536-536-536-536-536-536-536-536-536-536-536-714-714-714-714-714-714-714-714-714-714-714-714-714-714-714-714]
0_Clifford+T_002,5,ZIIII,noisy_vanilla,aer.fake_torino,-0.9999999999999996,-0.6664,0.33359999999999956,0.6664,3.5302540929988027,20000,20000,0,,,,,,,,,
1_Clifford+T_005,5,ZIIII,cut_divided_budget,aer.fake_torino,0.0,-0.00020991999999992947,0.00020991999999992947,0.01410991999999992,176.37393533298746,20000,20000,0,2,32,20000,20000,625,625,625,625,[625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625]
1_Clifford+T_005,5,ZIIII,cut_incremental_budget,aer.fake_torino,0.0,-0.014812159999999984,0.014812159999999984,0.028712159999999973,1143.555070084054,20000,20000,0,2,32,20000,20000,625,625,625,625,[625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625]
1_Clifford+T_005,5,ZIIII,cut_incremental_qubit_prop,aer.fake_torino,0.0,-0.023961076968100684,0.023961076968100684,0.037861076968100676,788.8860574867576,20000,20000,0,2,32,20000,20000,536,714,536,714,[714-714-714-714-714-714-714-714-714-714-714-714-714-714-714-714-536-536-536-536-536-536-536-536-536-536-536-536-536-536-536-536]
1_Clifford+T_005,5,ZIIII,cut_qubit_prop,aer.fake_torino,0.0,0.07389784271917717,0.07389784271917717,0.05999784271917718,166.75744941271842,20000,20000,0,2,32,20000,20000,536,714,536,714,[714-714-714-714-714-714-714-714-714-714-714-714-714-714-714-714-536-536-536-536-536-536-536-536-536-536-536-536-536-536-536-536]
1_Clifford+T_005,5,ZIIII,noisy_vanilla,aer.fake_torino,0.0,0.01389999999999999,0.01389999999999999,0.01389999999999999,4.894684842787683,20000,20000,0,,,,,,,,,
2_Clifford+T_008,5,ZIIII,cut_divided_budget,aer.fake_torino,-5.551115123125783e-17,-0.003074559999999768,0.0030745599999997125,0.011774559999999764,122.25693875178695,20000,20000,0,2,32,20000,20000,625,625,625,625,[625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625]
2_Clifford+T_008,5,ZIIII,cut_incremental_budget,aer.fake_torino,-5.551115123125783e-17,-0.013529600000000083,0.013529600000000027,0.02222960000000008,756.3637188118882,20000,20000,0,2,32,20000,20000,625,625,625,625,[625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625]
2_Clifford+T_008,5,ZIIII,cut_incremental_qubit_prop,aer.fake_torino,-5.551115123125783e-17,-0.005602240896358596,0.005602240896358541,0.014302240896358592,796.4173240591772,20000,20000,0,2,32,20000,20000,536,714,536,714,[536-536-536-536-536-536-536-536-536-536-536-536-536-536-536-536-714-714-714-714-714-714-714-714-714-714-714-714-714-714-714-714]
2_Clifford+T_008,5,ZIIII,cut_qubit_prop,aer.fake_torino,-5.551115123125783e-17,-0.0898867009490363,0.08988670094903624,0.0985867009490363,131.20155986910686,20000,20000,0,2,32,20000,20000,536,714,536,714,[536-536-536-536-536-536-536-536-536-536-536-536-536-536-536-536-714-714-714-714-714-714-714-714-714-714-714-714-714-714-714-714]
2_Clifford+T_008,5,ZIIII,noisy_vanilla,aer.fake_torino,-5.551115123125783e-17,0.008699999999999996,0.008700000000000051,0.008699999999999996,2.885501155164093,20000,20000,0,,,,,,,,,
3_Clifford+T_009,5,ZIIII,cut_divided_budget,aer.fake_torino,5.551115123125783e-17,0.03977984000000001,0.039779839999999955,0.026079840000000014,129.8024954139255,20000,20000,0,2,32,20000,20000,625,625,625,625,[625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625]
3_Clifford+T_009,5,ZIIII,cut_incremental_budget,aer.fake_torino,5.551115123125783e-17,-0.03857663999999999,0.038576640000000044,0.052276639999999985,766.6350380782969,20000,20000,0,2,32,20000,20000,625,625,625,625,[625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625]
3_Clifford+T_009,5,ZIIII,cut_incremental_qubit_prop,aer.fake_torino,5.551115123125783e-17,0.008142062795267331,0.008142062795267276,0.0055579372047326655,759.6984054390341,20000,20000,0,2,32,20000,20000,536,714,536,714,[536-536-536-536-536-536-536-536-536-536-536-536-536-536-536-536-714-714-714-714-714-714-714-714-714-714-714-714-714-714-714-714]
3_Clifford+T_009,5,ZIIII,cut_qubit_prop,aer.fake_torino,5.551115123125783e-17,0.017909402566996944,0.01790940256699689,0.004209402566996947,123.09056783374399,20000,20000,0,2,32,20000,20000,536,714,536,714,[536-536-536-536-536-536-536-536-536-536-536-536-536-536-536-536-714-714-714-714-714-714-714-714-714-714-714-714-714-714-714-714]
3_Clifford+T_009,5,ZIIII,noisy_vanilla,aer.fake_torino,5.551115123125783e-17,0.013699999999999997,0.013699999999999941,0.013699999999999997,3.3158081006258726,20000,20000,0,,,,,,,,,
4_Clifford+T_012,5,ZIIII,cut_divided_budget,aer.fake_torino,0.0,0.012272640000000019,0.012272640000000019,0.0012273600000000228,147.63967138482258,20000,20000,0,2,32,20000,20000,625,625,625,625,[625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625]
4_Clifford+T_012,5,ZIIII,cut_incremental_budget,aer.fake_torino,0.0,0.012966400000000065,0.012966400000000065,0.0005335999999999761,726.1325056650676,20000,20000,0,2,32,20000,20000,625,625,625,625,[625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625]
4_Clifford+T_012,5,ZIIII,cut_incremental_qubit_prop,aer.fake_torino,0.0,0.05141310255445466,0.05141310255445466,0.03791310255445462,717.4376231143251,20000,20000,0,2,32,20000,20000,536,714,536,714,[536-536-536-536-536-536-536-536-536-536-536-536-536-536-536-536-714-714-714-714-714-714-714-714-714-714-714-714-714-714-714-714]
4_Clifford+T_012,5,ZIIII,cut_qubit_prop,aer.fake_torino,0.0,-0.04908754546594754,0.04908754546594754,0.06258754546594758,110.57929237512872,20000,20000,0,2,32,20000,20000,536,714,536,714,[536-536-536-536-536-536-536-536-536-536-536-536-536-536-536-536-714-714-714-714-714-714-714-714-714-714-714-714-714-714-714-714]
4_Clifford+T_012,5,ZIIII,noisy_vanilla,aer.fake_torino,0.0,0.013500000000000041,0.013500000000000041,0.013500000000000041,2.937535934150219,20000,20000,0,,,,,,,,,
5_Clifford+T_032,5,ZIIII,cut_divided_budget,aer.fake_torino,0.9999999999999996,0.85011712,0.1498828799999996,0.17771711999999995,127.83792017586529,20000,20000,0,2,32,20000,20000,625,625,625,625,[625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625]
5_Clifford+T_032,5,ZIIII,cut_incremental_budget,aer.fake_torino,0.9999999999999996,0.8358016,0.16419839999999952,0.16340160000000004,847.5757653512992,20000,20000,0,2,32,20000,20000,625,625,625,625,[625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625]
5_Clifford+T_032,5,ZIIII,cut_incremental_qubit_prop,aer.fake_torino,0.9999999999999996,0.895323801162256,0.1046761988377436,0.22292380116225596,756.453433140181,20000,20000,0,2,32,20000,20000,536,714,536,714,[536-536-536-536-536-536-536-536-536-536-536-536-536-536-536-536-714-714-714-714-714-714-714-714-714-714-714-714-714-714-714-714]
5_Clifford+T_032,5,ZIIII,cut_qubit_prop,aer.fake_torino,0.9999999999999996,0.8271092018897109,0.17289079811028862,0.15470920188971093,103.19179562618956,20000,20000,0,2,32,20000,20000,536,714,536,714,[536-536-536-536-536-536-536-536-536-536-536-536-536-536-536-536-714-714-714-714-714-714-714-714-714-714-714-714-714-714-714-714]
5_Clifford+T_032,5,ZIIII,noisy_vanilla,aer.fake_torino,0.9999999999999996,0.6724,0.32759999999999956,0.6724,3.0164432879537344,20000,20000,0,,,,,,,,,
6_Clifford+T_046,5,ZIIII,cut_divided_budget,aer.fake_torino,-0.9999999999999996,-0.6553523199999999,0.3446476799999997,0.009947680000000236,111.56430531619117,20000,20000,0,2,32,20000,20000,625,625,625,625,[625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625]
