circuit_name,circuit_qubits,observable,mode,backend,perf_exp_val,result,absolute_error,distance_to_noisy_vanilla,time_total_s,shots_requested,shots_executed,shots_saved,num_fragments,num_variants,total_allocated_variant_shots,total_executed_variant_shots,min_allocated_shots_per_variant,max_allocated_shots_per_variant,min_executed_shots_per_variant,max_executed_shots_per_variant,executed_shots_per_variant
0_Clifford+T_002,5,ZIIII,cut_divided_budget,aer.fake_sherbrooke,-0.9999999999999996,-0.9080755200000001,0.09192447999999942,0.07152447999999978,67.67894863383844,20000,20000,0,2,32,20000,20000,625,625,625,625,[625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625]
0_Clifford+T_002,5,ZIIII,cut_incremental_budget,aer.fake_sherbrooke,-0.9999999999999996,-0.8850732800000001,0.11492671999999948,0.09452671999999984,387.6334545449354,20000,19975,25,2,32,20000,19975,625,625,600,625,[625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-600-625-625-625-625-625-625-625-625-625-625-625]
0_Clifford+T_002,5,ZIIII,cut_incremental_qubit_prop,aer.fake_sherbrooke,-0.9999999999999996,-0.8598708139972406,0.14012918600275892,0.11972918600275928,419.52112311078236,20000,20000,0,2,32,20000,20000,536,714,536,714,[536-536-536-536-536-536-536-536-536-536-536-536-536-536-536-536-714-714-714-714-714-714-714-714-714-714-714-714-714-714-714-714]
0_Clifford+T_002,5,ZIIII,cut_qubit_prop,aer.fake_sherbrooke,-0.9999999999999996,-0.941798361135499,0.05820163886450058,0.03780163886450094,54.87054737377912,20000,20000,0,2,32,20000,20000,536,714,536,714,[536-536-536-536-536-536-536-536-536-536-536-536-536-536-536-536-714-714-714-714-714-714-714-714-714-714-714-714-714-714-714-714]
0_Clifford+T_002,5,ZIIII,noisy_vanilla,aer.fake_sherbrooke,-0.9999999999999996,-0.9795999999999999,0.02039999999999964,0.9795999999999999,2.7843357641249895,20000,20000,0,,,,,,,,,
1_Clifford+T_005,5,ZIIII,cut_divided_budget,aer.fake_sherbrooke,0.0,-0.000560640000000022,0.000560640000000022,0.0074606400000000045,123.86992323677987,20000,20000,0,2,32,20000,20000,625,625,625,625,[625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625]
1_Clifford+T_005,5,ZIIII,cut_incremental_budget,aer.fake_sherbrooke,0.0,-0.005614080000000063,0.005614080000000063,0.012514080000000045,422.43189944140613,20000,20000,0,2,32,20000,20000,625,625,625,625,[625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625]
1_Clifford+T_005,5,ZIIII,cut_incremental_qubit_prop,aer.fake_sherbrooke,0.0,0.0012124252686148956,0.0012124252686148956,0.005687574731385087,397.3069309508428,20000,20000,0,2,32,20000,20000,536,714,536,714,[714-714-714-714-714-714-714-714-714-714-714-714-714-714-714-714-536-536-536-536-536-536-536-536-536-536-536-536-536-536-536-536]
1_Clifford+T_005,5,ZIIII,cut_qubit_prop,aer.fake_sherbrooke,0.0,0.0733909235335926,0.0733909235335926,0.06649092353359262,87.89390566200018,20000,20000,0,2,32,20000,20000,536,714,536,714,[714-714-714-714-714-714-714-714-714-714-714-714-714-714-714-714-536-536-536-536-536-536-536-536-536-536-536-536-536-536-536-536]
1_Clifford+T_005,5,ZIIII,noisy_vanilla,aer.fake_sherbrooke,0.0,0.0068999999999999825,0.0068999999999999825,0.0068999999999999825,3.754013442900032,20000,20000,0,,,,,,,,,
2_Clifford+T_008,5,ZIIII,cut_divided_budget,aer.fake_sherbrooke,-5.551115123125783e-17,0.0030105599999999937,0.0030105600000000492,0.005789440000000024,70.2045524888672,20000,20000,0,2,32,20000,20000,625,625,625,625,[625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625]
2_Clifford+T_008,5,ZIIII,cut_incremental_budget,aer.fake_sherbrooke,-5.551115123125783e-17,-0.014568959999999881,0.014568959999999825,0.023368959999999897,401.7759329979308,20000,20000,0,2,32,20000,20000,625,625,625,625,[625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625]
2_Clifford+T_008,5,ZIIII,cut_incremental_qubit_prop,aer.fake_sherbrooke,-5.551115123125783e-17,0.006532463731761465,0.006532463731761521,0.0022675362682385526,398.9444499970414,20000,20000,0,2,32,20000,20000,536,714,536,714,[536-536-536-536-536-536-536-536-536-536-536-536-536-536-536-536-714-714-714-714-714-714-714-714-714-714-714-714-714-714-714-714]
